system:index,CO2Flux_max,CO2Flux_mean,CO2Flux_min,CO2Flux_stdDev,NDVI_max,NDVI_mean,NDVI_min,NDVI_stdDev,PRI_max,PRI_mean,PRI_min,PRI_stdDev,area_agricola_processada_ha,classes_mapbiomas_consideradas,data_imagem,estacao_meteorologica,lat_estacao,lon_estacao,modelo_co2flux,observacao_metodologica,sPRI_max,sPRI_mean,sPRI_min,sPRI_stdDev,scene_id,sensor,.geo
0,1.2766830139090555,-10.458159729732714,-13.258663322170465,4.521038268756586,0.7831603288650513,0.7040643624539645,0.3667590022087097,0.13018891901538138,0.043849438428878784,0.0327600758382172,0.017487047240138054,0.00664862469268531,4.933841265869137,18 Agricultura; 19 Lavoura temporaria; 39 Soja; 40 Arroz; 41 Outras lavouras temporarias,2012-07-09,INMET Rio Branco A104,-9.959167,-67.868889,CO2Flux = 13.63 - 66.207 * (sPRI * NDVI),Estudo piloto com pequena area agricola interceptada por faixa estreita Hyperion.,0.5219247192144394,0.5163800379191086,0.508743523620069,0.003324312346353195,EO1H0020662012191110KF_SGS_01,EO-1 Hyperion,"{""type"":""MultiPoint"",""coordinates"":[]}"
