TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010111,0.88,0.0,161.219,94.047,0.0,275.162,0.0,0.595,0.0,97.241,0.0,0.932,0.0,3.628,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,112.112,-9999,-9999,-9999,29.1632,0.0,30.6353,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.981528,0.853828,0.964106,0.981528,1.50645,1.40793,1.50341,1.57873,0.56459,0.554119,0.56459,0.881334,1.70653,1.65596,1.70653,1.77926,-9999,-9999
20010112,-3.175,0.0,162.422,100.228,0.0,252.317,0.0,0.392,0.0,97.641,0.0,0.0,0.0,2.369,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,107.481,-9999,-9999,-9999,10.8294,0.0,11.2737,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.675559,0.568149,0.659906,0.675559,1.13575,1.13301,1.15274,1.37438,0.379139,0.369416,0.379139,0.616478,1.75741,1.70808,1.75741,1.84147,-9999,-9999
20010113,0.153,0.0,163.68,43.312,0.0,289.077,0.0,0.302,0.0,96.786,0.0,13.613,0.0,5.026,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,132.685,-9999,-9999,-9999,18.3874,0.0,18.7376,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.911924,0.786257,0.894458,0.911924,1.20103,1.18928,1.20103,1.62955,0.521183,0.510526,0.521339,0.821171,1.06002,1.0091,1.06002,1.09252,-9999,-9999
20010114,-1.644,0.0,164.993,50.101,0.0,299.306,0.0,0.31,0.0,96.932,0.0,0.733,0.0,5.431,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,107.644,-9999,-9999,-9999,29.1632,0.0,29.3002,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.773479,0.656756,0.756768,0.773479,1.2984,1.2126,1.29548,1.3581,0.437154,0.426806,0.437281,0.700018,1.23326,1.17617,1.23326,1.26927,-9999,-9999
20010115,-5.856,0.0,166.361,105.847,0.0,245.335,0.0,0.346,0.0,97.901,0.0,0.0,0.0,5.013,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,103.057,-9999,-9999,-9999,10.8294,0.0,10.7673,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.492192,0.400061,0.476973,0.492192,0.952386,0.949923,0.967712,1.17967,0.269473,0.260628,0.269473,0.465202,1.79,1.74268,1.79,1.87278,-9999,-9999
20010116,-7.033,0.0,167.783,85.837,0.0,258.016,0.0,0.284,0.0,98.415,0.0,0.146,0.0,3.388,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,128.608,-9999,-9999,-9999,18.3874,0.0,18.09,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.425568,0.340986,0.410862,0.425568,0.714678,0.70782,0.714678,1.09995,0.230579,0.222322,0.230579,0.408304,1.62481,1.57292,1.62481,1.68202,-9999,-9999
20010117,-6.645,0.0,169.259,102.767,0.0,242.786,0.0,0.406,0.0,98.251,0.0,0.094,0.0,2.896,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,105.407,-9999,-9999,-9999,29.1632,0.0,28.3872,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.448309,0.36126,0.433266,0.448309,0.973231,0.906648,0.970879,1.04032,0.243908,0.235464,0.243908,0.427614,1.77602,1.72778,1.77602,1.86012,-9999,-9999
20010118,-4.147,0.0,170.788,96.589,0.0,249.501,0.0,0.606,0.0,97.579,0.0,0.101,0.0,5.147,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,101.962,-9999,-9999,-9999,10.8294,0.0,10.5404,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.604163,0.501909,0.588994,0.604163,1.06436,1.0617,1.08236,1.29939,0.336062,0.326574,0.336062,0.558324,1.72442,1.67414,1.72442,1.80089,-9999,-9999
20010119,-15.848,0.0,172.369,121.091,0.0,186.018,0.0,0.175,0.0,98.483,0.0,0.0,0.0,4.927,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,132.605,-9999,-9999,-9999,18.3874,0.0,18.4641,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.110951,0.0792693,0.105521,0.110951,0.400061,0.3991,0.402478,0.73076,0.0552852,0.0520138,0.0552852,0.120429,1.90336,1.85936,1.90336,1.99419,-9999,-9999
20010120,-11.389,0.0,174.002,114.743,0.0,209.375,0.0,0.511,0.0,97.998,0.0,0.0,0.0,4.008,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,111.508,-9999,-9999,-9999,29.1632,0.0,30.0542,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.300819,0.240855,0.290313,0.300819,0.825741,0.767094,0.824095,0.900138,0.162849,0.157029,0.162849,0.289945,1.86571,1.81973,1.86571,1.9499,-9999,-9999
20010121,-8.168,0.0,175.686,120.542,0.0,220.731,0.0,0.218,0.0,98.473,0.0,0.0,0.0,3.502,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,110.605,-9999,-9999,-9999,10.8294,0.0,11.4469,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.371266,0.294141,0.357688,0.371266,0.831461,0.829334,0.850677,1.04594,0.199506,0.191899,0.199506,0.360578,1.90781,1.86345,1.90781,1.99838,-9999,-9999
20010122,-4.603,0.0,177.421,119.339,0.0,236.335,0.0,0.622,0.0,98.233,0.0,0.0,0.0,3.672,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,142.931,-9999,-9999,-9999,18.3874,0.0,19.9224,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.605164,0.507138,0.59076,0.605164,0.894274,0.885961,0.894274,1.29382,0.33872,0.329804,0.33872,0.554913,1.89902,1.85416,1.89902,1.988,-9999,-9999
20010123,-4.762,0.0,179.205,114.961,0.0,230.105,0.0,0.433,0.0,98.304,0.0,0.0,0.0,3.407,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,119.055,-9999,-9999,-9999,29.1632,0.0,32.1544,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.565855,0.467278,0.551108,0.565855,1.09078,1.01729,1.08819,1.14412,0.313383,0.304143,0.313383,0.52624,1.86636,1.82075,1.86636,1.95122,-9999,-9999
20010124,-9.467,0.0,181.039,126.389,0.0,206.207,0.0,0.24,0.0,98.742,0.0,0.0,0.0,4.061,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,118.63,-9999,-9999,-9999,10.8294,0.0,12.3027,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.318086,0.249109,0.305795,0.318086,0.77828,0.776354,0.801012,0.985263,0.169489,0.162624,0.169489,0.312844,1.95361,1.91051,1.95361,2.05081,-9999,-9999
20010125,-8.431,0.0,182.921,117.453,0.0,223.094,0.0,0.702,0.0,98.129,0.0,1.877,0.0,5.068,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,153.963,-9999,-9999,-9999,18.3874,0.0,20.9541,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.418955,0.343286,0.406951,0.418955,0.708065,0.703007,0.708065,1.08429,0.230659,0.223522,0.230659,0.393948,1.89353,1.84789,1.89353,1.98068,-9999,-9999
20010126,-4.78,0.0,184.85,101.345,0.0,261.133,0.0,0.428,0.0,97.417,0.0,2.38,0.0,8.192,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,127.134,-9999,-9999,-9999,29.1632,0.0,33.4895,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.577626,0.479857,0.563097,0.577626,1.10255,1.02826,1.1,1.15644,0.321277,0.31222,0.321277,0.534203,1.75572,1.70765,1.75572,1.83958,-9999,-9999
20010127,-9.079,0.0,186.827,130.752,0.0,213.88,0.0,0.449,0.0,98.477,0.0,0.0,0.0,3.293,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,124.415,-9999,-9999,-9999,10.8294,0.0,12.5855,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.357172,0.285563,0.344638,0.357172,0.817367,0.815403,0.839855,1.02589,0.193175,0.186198,0.193175,0.344272,1.97959,1.93735,1.97959,2.08051,-9999,-9999
20010128,-3.927,0.0,188.849,29.886,0.0,294.21,0.0,0.492,0.0,97.824,0.0,3.876,0.0,2.493,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,160.033,-9999,-9999,-9999,18.3874,0.0,21.6228,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.611867,0.507844,0.596431,0.611867,0.900977,0.891507,0.900977,1.30623,0.340134,0.330456,0.340134,0.565757,0.910112,0.854876,0.910112,0.946426,-9999,-9999
20010129,-2.91,0.0,190.916,12.656,0.0,305.159,0.0,0.089,0.0,95.88,0.0,17.203,0.0,3.397,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,133.742,-9999,-9999,-9999,29.1632,0.0,34.729,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.679742,0.569736,0.663656,0.679742,1.20466,1.1245,1.20185,1.25714,0.380573,0.370525,0.380573,0.622048,0.483489,0.434284,0.483489,0.505022,-9999,-9999
20010130,-2.561,0.0,193.028,57.178,0.0,298.526,0.0,0.382,0.0,95.442,0.0,1.195,0.0,7.403,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,128.961,-9999,-9999,-9999,10.8294,0.0,12.8521,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.704711,0.592775,0.688434,0.704711,1.16491,1.16206,1.18166,1.4075,0.395578,0.385431,0.395578,0.642499,1.35647,1.2968,1.35647,1.39379,-9999,-9999
20010131,-4.239,0.0,195.183,120.558,0.0,236.971,0.0,0.756,0.0,97.348,0.0,0.004,0.0,5.773,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,161.441,-9999,-9999,-9999,18.3874,0.0,21.6531,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.596191,0.494288,0.581037,0.596191,0.885301,0.876147,0.885301,1.28842,0.331146,0.321653,0.331146,0.552035,1.93642,1.88965,1.93642,2.02546,-9999,-9999
20010201,-14.207,0.0,197.38,130.511,0.0,207.047,0.0,0.169,0.0,98.334,0.0,2.252,0.0,5.196,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,131.35,-9999,-9999,-9999,29.1632,0.0,34.0754,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.1733,0.130698,0.165426,0.1733,0.698222,0.646792,0.696983,0.776293,0.0898201,0.0854987,0.0898201,0.177807,1.98145,1.9377,1.98145,2.08013,-9999,-9999
20010202,-12.663,0.0,199.619,105.59,0.0,225.986,0.0,0.443,0.0,98.183,0.0,0.0,0.0,3.483,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,126.122,-9999,-9999,-9999,10.8294,0.0,12.4406,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.283964,0.229258,0.274453,0.283964,0.744158,0.742668,0.769669,0.934799,0.15465,0.149397,0.15465,0.271537,1.87915,1.82604,1.87915,1.96734,-9999,-9999
20010203,-1.491,0.0,201.898,112.915,0.0,268.414,0.0,0.787,0.0,97.248,0.0,0.234,0.0,3.881,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,156.494,-9999,-9999,-9999,18.3874,0.0,20.7614,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.795525,0.679036,0.778982,0.795525,1.08463,1.07392,1.08463,1.50344,0.451319,0.44115,0.452075,0.718799,1.88937,1.83963,1.88937,1.9767,-9999,-9999
20010204,-1.279,0.0,204.217,97.428,0.0,271.082,0.0,0.744,0.0,97.795,0.0,0.4,0.0,6.044,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,106.725,0.0,126.175,-9999,-9999,-9999,29.1632,0.0,32.3551,-9999,-9999,-9999,-0.379729,0.0,-9999,-0.554848,-0.524922,-0.482097,0.0,0.0,0.0,0.804551,0.686277,0.78775,0.804551,1.32947,1.24177,1.32654,1.39096,0.456229,0.445874,0.456988,0.727068,1.7358,1.68494,1.7358,1.812,-9999,-9999
20010205,0.291,0.0,206.575,115.59,0.0,273.037,0.0,1.39,0.0,97.1,0.0,0.0,0.0,4.053,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,103.246,0.0,120.032,-9999,-9999,-9999,10.8294,0.0,12.1642,-9999,-9999,-9999,-0.462021,0.0,-9999,-0.628126,-0.495218,-0.460194,0.0,0.0,0.0,0.942305,0.818292,0.925295,0.942305,1.4025,1.39403,1.41843,1.65201,0.541327,0.531103,0.541327,0.846663,1.91128,1.86182,1.91128,1.99823,-9999,-9999
20010206,-3.664,0.0,208.97,142.274,0.0,229.299,0.0,0.621,0.0,97.66,0.0,0.0,0.0,2.891,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,130.205,0.0,152.031,-9999,-9999,-9999,18.3874,0.0,20.6537,-9999,-9999,-9999,-0.255461,0.0,-9999,-0.659276,-0.296958,-0.28911,0.0,0.0,0.0,0.63665,0.531636,0.621188,0.63665,0.92576,0.916259,0.92576,1.33221,0.355466,0.345815,0.355466,0.585184,2.11067,2.06672,2.11067,2.22017,-9999,-9999
