Data,Hora (UTC),Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm)
29/06/2017,2200,"28,6","31,9","28,6","46,0","46,0","33,0","15,8","15,8","13,3","1000,9","1000,9","1000,3","1,2","127,0","3,5","281,50","0,0"
29/06/2017,2300,"24,4","28,6","24,0","70,0","74,0","46,0","18,4","19,1","15,9","1001,3","1001,3","1000,9","0,4","106,0","1,8",,"0,0"
30/06/2017,0000,"22,1","24,3","22,1","83,0","83,0","70,0","19,1","19,2","18,1","1001,9","1001,9","1001,3","0,2","184,0","1,0",,"0,0"
30/06/2017,0100,,,,,,,,,,,,,,,,,
30/06/2017,0200,,,,,,,,,,,,,,,,,
30/06/2017,0300,,,,,,,,,,,,,,,,,
30/06/2017,0400,,,,,,,,,,,,,,,,,
30/06/2017,0500,,,,,,,,,,,,,,,,,
30/06/2017,0600,,,,,,,,,,,,,,,,,
30/06/2017,0700,,,,,,,,,,,,,,,,,
30/06/2017,0800,,,,,,,,,,,,,,,,,
30/06/2017,0900,,,,,,,,,,,,,,,,,
30/06/2017,1000,,,,,,,,,,,,,,,,,
30/06/2017,1100,,,,,,,,,,,,,,,,,
30/06/2017,1200,"22,7","22,7","19,0","84,0","93,0","84,0","19,9","19,9","17,9","1004,4","1004,4","1003,6","0,6","195,0","1,5","392,60","0,0"
30/06/2017,1300,"25,4","25,6","22,7","65,0","84,0","65,0","18,4","20,0","18,3","1004,7","1004,8","1004,4","1,9","127,0","3,6","1074,50","0,0"
30/06/2017,1400,"28,6","28,6","25,3","58,0","66,0","57,0","19,6","19,6","18,1","1004,8","1004,8","1004,7","2,3","111,0","4,5","1928,20","0,0"
30/06/2017,1500,"30,6","30,8","28,6","50,0","58,0","48,0","19,0","19,7","18,3","1004,3","1004,7","1004,3","2,3","136,0","5,6","2514,60","0,0"
30/06/2017,1600,"32,4","32,4","30,6","43,0","51,0","41,0","18,2","19,9","17,2","1003,7","1004,3","1003,7","2,1","101,0","5,5","3021,10","0,0"
30/06/2017,1700,"33,2","33,4","32,0","34,0","43,0","34,0","15,4","18,0","14,6","1002,9","1003,7","1002,9","3,0","98,0","5,9","2767,10","0,0"
30/06/2017,1800,"32,5","33,5","32,3","36,0","38,0","31,0","15,5","16,6","13,7","1001,9","1002,9","1001,9","2,9","128,0","5,9","2706,20","0,0"
30/06/2017,1900,"32,8","33,7","32,4","33,0","38,0","31,0","14,3","16,9","13,6","1001,2","1001,9","1001,2","2,4","105,0","5,9","2259,10","0,0"
30/06/2017,2000,"32,3","33,2","32,3","35,0","35,0","32,0","15,0","15,5","14,1","1001,1","1001,2","1001,0","2,5","119,0","5,8","1723,90","0,0"
30/06/2017,2100,"31,8","32,7","31,8","38,0","39,0","34,0","15,8","16,5","14,7","1001,3","1001,3","1001,1","1,6","120,0","4,4","1065,20","0,0"
30/06/2017,2200,"30,4","32,0","30,4","45,0","45,0","37,0","17,0","17,0","15,4","1001,8","1001,8","1001,3","1,2","82,0","3,5","298,80","0,0"
30/06/2017,2300,,,,,,,,,,,,,,,,,
01/07/2017,0000,,,,,,,,,,,,,,,,,
01/07/2017,0100,,,,,,,,,,,,,,,,,
01/07/2017,0200,,,,,,,,,,,,,,,,,
01/07/2017,0300,,,,,,,,,,,,,,,,,
01/07/2017,0400,,,,,,,,,,,,,,,,,
01/07/2017,0500,,,,,,,,,,,,,,,,,
01/07/2017,0600,,,,,,,,,,,,,,,,,
01/07/2017,0700,,,,,,,,,,,,,,,,,
01/07/2017,0800,,,,,,,,,,,,,,,,,
01/07/2017,0900,,,,,,,,,,,,,,,,,
01/07/2017,1000,,,,,,,,,,,,,,,,,
01/07/2017,1100,,,,,,,,,,,,,,,,,
01/07/2017,1200,"24,0","24,0","20,1","78,0","96,0","77,0","20,0","20,2","19,3","1005,2","1005,2","1004,8","1,2","164,0","2,0","462,30","0,0"
01/07/2017,1300,"26,9","27,0","24,0","63,0","79,0","61,0","19,2","20,4","18,9","1005,7","1005,7","1005,2","2,5","130,0","4,7","1294,70","0,0"
01/07/2017,1400,"29,4","29,5","26,9","53,0","63,0","53,0","18,9","19,6","18,7","1005,8","1005,9","1005,6","2,0","132,0","5,6","1942,90","0,0"
01/07/2017,1500,"30,9","31,5","29,3","47,0","54,0","44,0","18,1","19,1","17,3","1005,7","1005,9","1005,7","2,7","126,0","5,8","2493,00","0,0"
01/07/2017,1600,"31,8","33,0","30,9","40,0","47,0","39,0","16,7","18,3","16,6","1005,2","1005,8","1005,2","4,0","122,0","7,4","2767,40","0,0"
01/07/2017,1700,"32,9","33,1","31,5","36,0","42,0","36,0","15,8","17,8","15,8","1004,6","1005,2","1004,6","3,2","119,0","8,5","2535,90","0,0"
01/07/2017,1800,"33,4","33,6","32,2","34,0","38,0","33,0","15,4","16,8","14,7","1003,6","1004,6","1003,6","3,3","99,0","8,0","2558,70","0,0"
01/07/2017,1900,"33,6","34,4","32,8","33,0","34,0","31,0","15,3","16,0","14,0","1002,7","1003,6","1002,7","2,5","113,0","7,1","2399,10","0,0"
01/07/2017,2000,"33,0","33,8","32,4","36,0","37,0","31,0","15,8","16,2","13,9","1002,3","1002,7","1002,2","2,8","98,0","7,0","1593,80","0,0"
01/07/2017,2100,"32,3","33,0","31,7","40,0","41,0","35,0","17,1","17,5","15,1","1002,3","1002,5","1002,3","2,5","77,0","7,4","876,10","0,0"
01/07/2017,2200,"29,9","32,3","29,9","47,0","47,0","40,0","17,5","17,5","16,8","1002,8","1002,8","1002,3","2,0","85,0","6,8","256,20","0,0"
01/07/2017,2300,,,,,,,,,,,,,,,,,
