TIMESTAMP_START,TIMESTAMP_END,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010101,20010107,-5.038,0.0,154.615,98.22,0.0,242.911,0.0,0.561,0.0,98.078,0.0,0.013,0.0,4.247,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.6217,0.0,86.8418,-9999,59.1388,0.0,71.7062,-9999,1.65404,0.0,-9999,1.60502,1.65404,1.66501,0.0,0.0,0.0,0.442297,0.415748,0.419721,0.471174,-1.22271,-1.22271,-1.21853,-1.1853,0.959211,0.959211,0.974358,0.996607,1.7843,1.7843,1.82326,2.05209,-9999,-9999
20010108,20010114,-1.516,0.0,161.438,86.563,0.0,269.278,0.0,0.358,0.0,97.563,0.0,2.744,0.0,4.22,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.8967,0.0,89.4229,-9999,57.259,0.0,70.24,-9999,1.67336,0.0,-9999,1.62949,1.67336,1.68455,0.0,0.0,0.0,0.566169,0.532848,0.537841,0.602276,-1.11838,-1.14052,-1.11206,-1.09165,1.20741,1.20741,1.21208,1.24822,1.65644,1.65644,1.69259,1.87742,-9999,-9999
20010115,20010121,-8.463,0.0,170.999,109.016,0.0,233.748,0.0,0.111,0.0,98.351,0.0,0.061,0.0,4.06,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.0327,0.0,84.6025,-9999,57.3766,0.0,67.3888,-9999,1.7448,0.0,-9999,1.69625,1.7448,1.7521,0.0,0.0,0.0,0.227846,0.209103,0.211881,0.24869,-1.52425,-1.53569,-1.51001,-1.48437,0.597535,0.597535,0.626117,0.666068,1.86855,1.86855,1.90936,2.17666,-9999,-9999
20010122,20010128,-6.469,0.0,183.122,107.953,0.0,241.259,0.0,0.228,0.0,98.355,0.0,1.454,0.0,4.243,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.6217,0.0,79.9172,-9999,59.1388,0.0,65.9885,-9999,1.65404,0.0,-9999,1.60502,1.65404,1.66501,0.0,0.0,0.0,0.304468,0.281859,0.285221,0.329412,-1.36054,-1.36054,-1.34349,-1.3198,0.745415,0.745415,0.777691,0.809711,1.82018,1.82018,1.85994,2.11887,-9999,-9999
20010129,20010204,-5.66,0.0,197.567,92.887,0.0,262.185,0.0,0.227,0.0,97.327,0.0,3.808,0.0,4.945,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.8967,0.0,83.8613,-9999,57.259,0.0,65.8714,-9999,1.67336,0.0,-9999,1.62949,1.67336,1.68455,0.0,0.0,0.0,0.376656,0.351266,0.355055,0.404435,-1.30789,-1.3099,-1.30789,-1.27444,0.866528,0.866528,0.899386,0.918376,1.68667,1.68667,1.72349,1.9259,-9999,-9999
20010205,20010211,-7.531,0.0,214.04,112.313,0.0,252.791,0.0,0.254,0.0,97.881,0.0,5.592,0.0,4.575,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.0327,0.0,78.4381,-9999,57.3766,0.0,62.4786,-9999,1.7448,0.0,-9999,1.69625,1.7448,1.7521,0.0,0.0,0.0,0.327826,0.306152,0.309384,0.351592,-1.42427,-1.43484,-1.40721,-1.38,0.752813,0.752813,0.782594,0.801342,1.88991,1.88991,1.93119,2.19206,-9999,-9999
20010212,20010218,-9.9,0.0,232.194,149.147,0.0,240.833,0.0,0.065,0.0,98.433,0.0,0.999,0.0,3.968,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.6217,0.0,80.8047,-9999,59.1388,0.0,66.7213,-9999,1.65404,0.0,-9999,1.60502,1.65404,1.66501,0.0,0.0,0.0,0.195643,0.179985,0.182303,0.213121,-1.46937,-1.47405,-1.43449,-1.42272,0.512363,0.512363,0.537421,0.575746,2.20092,2.20092,2.24901,2.62479,-9999,-9999
20010219,20010225,-5.669,0.0,251.651,135.631,0.0,262.642,0.0,0.16,0.0,97.77,0.0,8.897,0.0,4.455,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.8967,0.0,89.3378,-9999,57.259,0.0,70.1731,-9999,1.67336,0.0,-9999,1.62949,1.67336,1.68455,0.0,0.0,0.0,0.344767,0.320631,0.324226,0.371306,-1.33978,-1.34303,-1.33272,-1.30527,0.815534,0.815534,0.8491,0.875271,2.06244,2.06244,2.1075,2.42885,-9999,-9999
20010226,20010304,-7.094,0.0,272.018,160.774,0.0,250.369,0.0,0.119,0.0,97.945,0.0,1.656,0.0,3.564,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.0327,0.0,89.2128,-9999,57.3766,0.0,71.061,-9999,1.7448,0.0,-9999,1.69625,1.7448,1.7521,0.0,0.0,0.0,0.283117,0.261782,0.264953,0.3067,-1.46898,-1.47973,-1.4521,-1.42491,0.701281,0.701281,0.732289,0.765954,2.33881,2.33881,2.38992,2.78999,-9999,-9999
20010305,20010311,-2.741,0.0,292.902,165.927,0.0,258.101,0.0,0.532,0.0,98.007,0.0,3.221,0.0,2.752,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,35.0584,0.714286,71.6217,0.0,88.1311,-9999,59.1388,0.0,72.7708,-9999,1.65404,0.0,-9999,1.60502,1.65404,1.66501,0.0,0.0,0.0,0.501264,0.470857,0.475406,0.534337,-1.16375,-1.17587,-1.15536,-1.12961,1.09031,1.09031,1.10602,1.1315,2.35105,2.35105,2.40244,2.81425,-9999,-9999
20010312,20010318,1.604,0.0,313.925,185.324,0.0,269.693,0.0,1.288,0.0,97.332,0.0,1.026,0.0,3.703,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.3001,0.0,72.8967,0.0,94.691,-9999,57.259,0.0,74.3779,-9999,1.67336,0.0,-9999,1.62949,1.67336,1.68455,0.0,0.0,0.0,0.824282,0.785609,0.791431,0.865737,-0.860265,-0.887755,-0.848595,-0.838061,1.59175,1.53524,1.59175,1.63539,2.50319,2.50319,2.55792,3.0301,-9999,-9999
20010319,20010325,2.747,0.0,334.738,177.304,0.0,279.113,0.0,1.42,0.0,98.334,0.0,1.592,0.0,2.559,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.9901,0.0,72.0327,0.0,92.2515,-9999,57.3766,0.0,73.4815,-9999,1.7448,0.0,-9999,1.69625,1.7448,1.7521,0.0,0.0,0.0,0.9546,0.914905,0.920892,0.996966,-0.797497,-0.829892,-0.789467,-0.775356,1.76481,1.67601,1.76481,1.80834,2.47989,2.47989,2.53409,2.97867,-9999,-9999
20010326,20010401,3.446,0.0,355.028,203.97,0.0,273.055,0.0,2.03,0.0,97.451,0.0,1.919,0.0,2.568,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.1157,0.0,71.6217,0.0,87.0872,-9999,59.1388,0.0,71.9089,-9999,1.65404,0.0,-9999,1.60502,1.65404,1.66501,0.0,0.0,0.0,1.02111,0.980198,0.986376,1.06466,-0.643903,-0.673837,-0.625044,-0.618643,1.86068,1.76526,1.86068,1.90464,2.70029,2.70029,2.75933,3.28622,-9999,-9999
20010402,20010408,11.063,0.0,374.518,164.297,0.0,331.654,0.0,2.523,0.0,96.919,0.0,5.471,0.0,3.859,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.3001,0.0,72.8967,0.0,88.3837,-9999,57.259,0.0,69.4237,-9999,1.67336,0.0,-9999,1.62949,1.67336,1.68455,0.0,0.0,0.0,1.91211,1.86888,1.87546,1.95732,0.227567,0.195518,0.242989,0.245968,3.00571,2.82432,3.00571,3.04732,2.41029,2.41029,2.46294,2.84335,-9999,-9999
20010409,20010415,10.606,0.0,392.969,221.905,0.0,305.15,0.0,2.86,0.0,96.842,0.0,9.706,0.0,3.98,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.9901,0.0,72.0327,0.0,86.829,-9999,57.3766,0.0,69.1623,-9999,1.7448,0.0,-9999,1.69625,1.7448,1.7521,0.0,0.0,0.0,1.82668,1.78171,1.78855,1.87372,0.0745849,0.0369132,0.0872859,0.0923033,2.91553,2.74202,2.91553,2.95852,2.82297,2.82297,2.8847,3.45124,-9999,-9999
20010416,20010422,10.83,0.0,410.177,233.645,0.0,305.032,0.0,3.611,0.0,97.488,0.0,4.704,0.0,4.476,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.1157,0.0,71.6217,0.0,82.4161,-9999,59.1388,0.0,68.0519,-9999,1.65404,0.0,-9999,1.60502,1.65404,1.66501,0.0,0.0,0.0,1.94659,1.90691,1.91295,1.98815,0.28158,0.252878,0.298452,0.307927,3.01293,2.82886,3.01293,3.05221,2.8888,2.8888,2.95197,3.54415,-9999,-9999
20010423,20010429,15.412,0.0,425.972,272.206,0.0,315.396,0.0,6.97,0.0,97.832,0.0,0.214,0.0,3.923,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.3001,0.0,72.8967,0.0,85.1723,-9999,57.259,0.0,66.9012,-9999,1.67336,0.0,-9999,1.62949,1.67336,1.68455,0.0,0.0,0.0,2.62305,2.59017,2.59519,2.6572,0.938499,0.916808,0.942867,0.965695,3.79711,3.54935,3.79711,3.82959,3.12163,3.12163,3.18992,3.71919,-9999,-9999
20010430,20010506,15.274,0.0,440.206,137.642,0.0,360.05,0.0,3.36,0.0,97.192,0.0,14.743,0.0,4.581,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.9901,0.0,72.0327,0.0,84.3049,-9999,57.3766,0.0,67.1517,-9999,1.7448,0.0,-9999,1.69625,1.7448,1.7521,0.0,0.0,0.0,2.53831,2.50102,2.50671,2.57697,0.78621,0.756219,0.79054,0.810461,3.73313,3.49263,3.73313,3.76839,2.17789,2.17789,2.22544,2.44646,-9999,-9999
20010507,20010513,17.449,0.0,452.76,278.698,0.0,333.706,0.0,6.199,0.0,97.74,0.0,1.568,0.0,3.733,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.1157,0.0,71.6217,0.0,83.9022,-9999,59.1388,0.0,69.2789,-9999,1.65404,0.0,-9999,1.60502,1.65404,1.66501,0.0,0.0,0.0,2.92353,2.89351,2.8981,2.95455,1.25852,1.23948,1.26485,1.29308,4.14662,3.87051,4.14662,4.1761,3.22997,3.22997,3.30062,3.94026,-9999,-9999
20010514,20010520,21.134,0.0,463.531,244.596,0.0,365.812,0.0,8.247,0.0,96.787,0.0,6.408,0.0,3.449,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.3001,0.0,72.8967,0.0,85.4537,-9999,57.259,0.0,67.1223,-9999,1.67336,0.0,-9999,1.62949,1.67336,1.68455,0.0,0.0,0.0,3.58615,3.56971,3.57223,3.603,1.9016,1.89634,1.91657,1.94274,4.85004,4.51296,4.85004,4.86928,3.00618,3.00618,3.07191,3.37012,-9999,-9999
20010521,20010527,12.851,0.0,472.434,264.494,0.0,308.351,0.0,5.507,0.0,97.017,0.0,1.003,0.0,4.625,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.9901,0.0,72.0327,0.0,85.0015,1.84618,57.3766,0.0,67.7066,1.64667,1.7448,0.0,0.283999,1.69625,1.7448,1.7521,0.0,0.0,0.0,2.14182,2.09875,2.10532,2.18665,0.389722,0.353954,0.400219,0.409067,3.2918,3.08832,3.2918,3.33216,3.26252,3.26252,3.33387,3.98806,-9999,-9999
20010528,20010603,14.354,0.0,479.402,190.571,0.0,341.549,0.0,3.23,0.0,97.129,0.0,17.132,0.0,3.712,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,390.143,0.0,25.893,0.0,-9999,-9999,34.1157,0.0,71.6217,0.0,89.3752,1.40455,59.1388,0.0,73.7981,1.8146,1.65404,0.0,0.137203,1.60502,1.65404,1.66501,0.0,0.0,0.0,2.36986,2.32891,2.33516,2.41232,0.704847,0.674877,0.722623,0.730145,3.55601,3.33096,3.55601,3.59396,2.56685,2.56685,2.62295,3.05528,-9999,-9999
20010604,20010610,19.58,0.577381,484.38,274.046,0.541667,361.516,0.541667,7.564,0.577381,97.389,0.5,4.531,0.571429,3.1,0.571429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,386.105,0.577381,26.27,0.541667,-9999,-9999,35.6255,0.511905,79.1759,0.494048,99.8685,1.82453,54.0584,0.494048,68.1866,1.96121,0.824739,0.369048,0.176969,0.817723,0.824739,0.88404,0.392857,0.369048,0.363095,3.32438,3.30402,3.30713,3.34544,2.46269,2.37087,2.46269,2.53189,4.38159,4.11803,4.38159,4.44427,3.30973,3.30973,3.39631,3.60352,-9999,-9999
20010611,20010617,24.732,1.0,487.332,281.088,1.0,377.071,1.0,13.155,1.0,96.834,1.0,2.286,1.0,4.324,1.0,0.319791666667,0.666666666667,177.177090278,1.0,594.817361111,1.0,-9999,-9999,43.6758438853,0.923611111111,38.6228417718,0.909722222222,452.652083333,1.0,363.617,1.0,28.206,1.0,-9999,-9999,10.4692,1.0,99.6402,0.970238,124.339,2.59199,29.4395,0.97619,36.7369,1.74579,-1.32908,0.970238,0.296557,-1.32908,-1.25856,-1.24404,0.970238,0.946429,0.97619,4.29025,4.29025,4.3949,4.40478,5.63936,5.62614,5.63894,5.65434,3.80375,3.80375,3.83763,3.84891,4.98029,4.75095,4.76801,4.93051,-9999,-9999
20010618,20010624,20.95,1.0,488.239,290.469,1.0,358.129,1.0,10.13,1.0,97.766,1.0,1.586,1.0,3.277,1.0,0.31604468599,0.986111111111,168.990277778,1.0,568.418055556,1.0,-9999,-9999,49.5108962418,0.75,40.8627053571,0.9375,429.706277778,1.0,370.104,1.0,26.417,1.0,-9999,-9999,9.17143,1.0,101.373,0.994048,129.232,2.43953,27.2,0.994048,34.6752,1.67702,-4.07396,0.988095,0.257526,-4.11854,-4.1079,-4.07396,0.994048,0.994048,0.988095,4.69371,4.69371,4.71023,4.72943,8.80162,8.78866,8.80303,8.84797,3.33294,3.31561,3.33294,3.35999,6.93191,6.90906,6.93191,7.05653,-9999,-9999
20010625,20010701,23.727,1.0,487.104,271.398,1.0,380.061,1.0,10.446,1.0,97.76,0.845238,6.399,1.0,3.225,1.0,0.238016534914,0.715277777778,183.2791875,1.0,596.226388889,1.0,-9999,-9999,42.2702167756,0.715277777778,40.7224967062,0.979166666667,451.695152778,1.0,358.936,1.0,27.838,1.0,-9999,-9999,2.98333,1.0,129.008,0.994048,163.897,3.01729,1.84128,1.0,2.33923,1.52927,-9.87837,1.0,0.326261,-9.84048,-9.79046,-9.78074,1.0,1.0,0.994048,6.55083,6.38291,6.55083,6.58347,16.364,16.2234,16.364,16.3739,6.20871,6.20871,6.21733,6.59344,16.0021,15.9509,16.0598,16.1894,-9999,-9999
20010702,20010708,25.582,1.0,483.948,300.074,1.0,390.786,1.0,10.09,1.0,97.469,1.0,7.125,1.0,2.682,1.0,0.284869306418,0.951388888889,214.046648551,0.993055555556,648.720501208,0.993055555556,-9999,-9999,22.4277777778,1.0,46.4611248353,0.944444444444,442.325694444,1.0,368.474,1.0,25.782,1.0,-9999,-9999,9.82262,1.0,168.162,0.994048,209.982,2.95427,-14.2636,1.0,-17.8108,1.34054,-13.7907,0.988095,0.366364,-13.7907,-13.7667,-13.683,0.988095,0.994048,0.994048,8.06632,8.06632,8.0738,8.21506,21.833,21.833,21.8645,21.903,9.01409,8.81723,9.01409,9.08807,21.3629,21.2261,21.2518,21.3629,-9999,-9999
20010709,20010715,22.812,1.0,478.81,235.663,1.0,382.291,1.0,6.788,1.0,97.559,1.0,8.854,1.0,2.07,1.0,0.230541190894,0.923611111111,162.121527778,1.0,517.654166667,1.0,-9999,-9999,20.5589246347,0.833333333333,45.4111921662,0.979166666667,426.740972222,1.0,371.241,1.0,22.924,1.0,-9999,-9999,-0.340476,1.0,123.25,0.988095,155.717,2.29363,-3.9725,1.0,-5.01896,1.25873,-12.5257,0.946429,0.333428,-12.7152,-12.6745,-12.5257,0.958333,0.958333,0.946429,7.27204,7.27204,7.32436,7.36269,19.9872,19.8884,19.9872,20.009,7.38017,7.23122,7.28778,7.31734,20.3257,20.1358,20.1903,20.3257,-9999,-9999
20010716,20010722,27.331,1.0,471.748,262.249,1.0,414.611,1.0,8.427,1.0,97.009,1.0,4.476,1.0,2.671,1.0,0.342644927536,0.993055555556,170.565284722,1.0,524.099305556,1.0,-9999,-9999,23.941024183,0.652777777778,46.7548611111,1.0,448.901388889,1.0,349.038,1.0,25.82,1.0,-9999,-9999,11.3691,1.0,156.828,1.0,197.633,2.18902,-25.2409,1.0,-31.8082,1.29033,-14.6603,1.0,0.346443,-14.7087,-14.6672,-14.6569,1.0,1.0,1.0,10.5846,10.5193,10.5846,10.7867,25.2415,25.1796,25.2415,25.4647,12.3662,11.9953,12.3662,12.4851,26.6188,26.4403,26.6188,26.6288,-9999,-9999
20010723,20010729,24.446,1.0,462.836,190.027,1.0,404.054,1.0,4.952,1.0,97.38,1.0,4.536,1.0,2.177,1.0,0.286814574315,0.965277777778,106.186131944,1.0,347.337506944,1.0,-9999,-9999,16.3698596909,0.652777777778,32.9979444444,1.0,433.663194444,1.0,359.046,1.0,24.035,1.0,-9999,-9999,1.92977,1.0,99.6532,1.0,123.828,1.86944,-3.5119,1.0,-4.36384,1.64452,-9.20171,0.994048,0.276013,-9.29638,-9.24991,-9.20747,0.994048,0.994048,0.994048,8.70413,8.65246,8.70413,8.73217,18.0005,17.8542,17.9688,18.0209,9.94531,9.88929,9.93697,9.98672,19.0764,18.9949,19.0764,19.1084,-9999,-9999
20010730,20010805,28.575,1.0,452.16,308.11,1.0,408.044,1.0,11.099,1.0,97.509,1.0,8.745,1.0,2.909,1.0,0.390268719807,0.986111111111,203.129868056,1.0,636.929861111,1.0,165.034729167,1.0,34.06,0.625,56.5631944444,1.0,456.351388889,1.0,365.035,1.0,26.452,1.0,-9999,-9999,7.625,1.0,195.811,0.994048,247.658,2.61432,-41.8657,1.0,-52.9509,2.05257,-11.9809,0.994048,0.282341,-12.0833,-12.0424,-11.9945,0.994048,0.994048,0.994048,11.9463,11.9241,11.9463,12.3368,23.9886,23.9185,23.9886,24.4128,12.7392,12.4301,12.7392,12.8879,25.2517,24.9253,25.2517,25.2918,-9999,-9999
20010806,20010812,23.651,1.0,439.817,279.76,1.0,372.246,1.0,9.238,1.0,97.74,1.0,4.375,1.0,2.017,1.0,0.272566425121,0.979166666667,185.002784722,1.0,605.4055625,1.0,194.108340278,1.0,33.4898611111,0.638888888889,54.1583333333,1.0,430.049305556,1.0,363.208,1.0,22.882,1.0,-9999,-9999,-2.80417,1.0,151.907,0.988095,192.449,2.13017,-14.0488,1.0,-17.7982,1.68147,-11.4303,0.982143,0.24913,-11.5042,-11.4303,-11.4219,0.982143,0.982143,0.982143,8.72007,8.54546,8.69526,9.21557,20.1419,20.0497,20.1256,20.5921,8.2962,8.12531,8.20705,8.2962,20.0101,19.9397,19.9622,20.0101,-9999,-9999
20010813,20010819,19.916,1.0,425.916,244.771,1.0,358.157,1.0,5.897,1.0,97.596,1.0,4.137,1.0,2.118,1.0,0.317960035134,0.958333333333,144.802807971,0.993055555556,478.647916667,1.0,161.824305556,1.0,22.030087535,0.777777777778,43.4972291667,1.0,408.618055556,1.0,383.768,1.0,19.481,1.0,-9999,-9999,-1.50655,1.0,105.441,1.0,138.522,1.60269,9.67172,1.0,12.706,1.35583,-9.39486,1.0,0.232323,-9.40035,-9.39486,-9.36473,1.0,1.0,1.0,7.31712,7.29003,7.38621,7.49428,16.6882,16.6849,16.6882,16.8741,4.66054,4.46198,4.66054,5.09321,14.9589,13.1061,14.862,14.9263,-9999,-9999
20010820,20010826,23.928,1.0,410.58,227.618,1.0,387.024,1.0,8.759,1.0,97.251,1.0,3.722,1.0,2.11,1.0,0.297922979798,0.986111111111,140.538888889,1.0,447.690277778,1.0,211.764583333,1.0,23.976160101,0.736111111111,42.0258297258,0.965277777778,428.905555556,1.0,395.123,1.0,22.165,1.0,-9999,-9999,4.80834,1.0,119.965,1.0,148.308,1.82404,-6.19935,1.0,-7.66405,1.4827,-7.73082,0.994048,0.24438,-7.82751,-7.75854,-7.6945,1.0,0.994048,0.994048,9.97071,9.8327,9.96145,10.0282,17.7292,17.6602,17.6923,17.7292,8.33041,8.2063,9.12334,9.45745,15.8667,13.4054,15.8667,15.8878,-9999,-9999
20010827,20010902,22.646,1.0,393.945,255.158,1.0,364.781,1.0,9.399,1.0,97.272,1.0,0.803,1.0,2.179,1.0,0.274152942468,0.979166666667,153.197222222,1.0,519.965972222,1.0,183.446527778,1.0,32.0923809524,0.604166666667,46.4578641304,0.993055555556,419.372222222,1.0,389.692,1.0,20.825,1.0,-9999,-9999,1.03394,1.0,122.64,1.0,152.064,1.99896,-0.207143,1.0,-0.25684,1.37934,-7.28142,0.940476,0.263624,-7.45714,-7.31615,-7.18435,0.958333,0.946429,0.940476,9.06944,8.89573,9.06944,9.41723,16.3856,16.3529,16.3856,16.6013,8.70396,8.42685,8.70396,8.70642,16.2957,16.2957,16.3253,16.3319,-9999,-9999
20010903,20010909,21.117,1.0,376.167,206.849,1.0,368.898,1.0,7.158,1.0,97.133,1.0,6.803,1.0,2.298,1.0,0.338913043478,0.986111111111,118.444458333,1.0,400.427777778,1.0,183.560416667,1.0,28.9614087302,0.625,35.8131711957,0.986111111111,419.730555556,1.0,377.36,1.0,20.485,1.0,-9999,-9999,-2.68036,1.0,97.625,0.994048,117.221,2.02066,6.86592,1.0,8.24408,1.45771,-4.56822,0.982143,0.241765,-4.60824,-4.56822,-4.51893,0.982143,0.982143,0.982143,7.61811,7.61811,7.63488,7.85252,12.2263,12.2022,12.2263,12.3714,6.93818,6.906,6.93818,7.01404,11.6874,11.6846,11.6874,11.6995,-9999,-9999
20010910,20010916,17.45,1.0,357.422,168.788,1.0,354.054,1.0,5.413,1.0,97.897,1.0,1.751,1.0,2.44,1.0,0.369981884058,0.986111111111,102.845840278,1.0,376.993055556,1.0,150.346527778,1.0,31.7067765568,0.576388888889,35.0331219807,0.993055555556,397.832638889,1.0,372.613,1.0,17.035,1.0,-9999,-9999,-1.89107,1.0,72.6945,1.0,86.9321,1.71861,8.61063,1.0,10.2971,1.34929,-2.04125,0.994048,0.200407,-2.07046,-2.04125,-1.99795,0.994048,0.994048,0.994048,5.26417,5.25766,5.26417,5.3578,7.33463,7.29349,7.33133,7.33463,5.00163,4.99972,5.0219,5.06439,7.29612,7.30012,7.30091,7.31532,-9999,-9999
20010917,20010923,16.988,1.0,337.911,169.726,1.0,349.431,1.0,4.573,1.0,97.487,1.0,0.933,1.0,2.117,1.0,0.246952561328,0.965277777778,106.293756944,1.0,366.891673611,1.0,149.203472222,1.0,34.6381196581,0.555555555556,31.859692029,0.979166666667,396.771527778,1.0,389.201,1.0,16.565,1.0,-9999,-9999,-2.53929,1.0,60.4121,0.994048,74.6443,1.83575,20.2464,1.0,25.0161,1.44795,-1.64548,0.97619,0.195996,-1.67882,-1.65562,-1.63818,0.97619,0.97619,0.97619,4.31652,4.22028,4.28159,4.31652,5.9547,5.88668,5.9547,5.96041,4.41031,4.2904,4.31598,4.41031,5.95446,5.87778,5.93416,5.95446,-9999,-9999
20010924,20010930,13.864,1.0,317.867,227.642,1.0,303.723,1.0,6.798,1.0,98.212,1.0,0.0,1.0,1.769,1.0,0.241174876352,0.833333333333,116.859034722,1.0,454.507638889,1.0,86.767375,1.0,55.6269615385,0.541666666667,46.8175109127,0.881944444444,371.831944444,1.0,380.61,1.0,12.77,1.0,-9999,-9999,-3.85655,1.0,49.1764,0.994048,59.3316,1.66002,50.1796,0.994048,60.542,1.47591,-0.803548,0.97619,0.187432,-0.795889,-0.789654,-0.511243,0.982143,0.982143,0.964286,2.53815,2.46547,2.47626,2.62069,3.33404,2.97662,3.27981,3.39986,2.77016,2.47975,2.50931,2.77016,3.4135,3.23233,3.2916,3.4135,-9999,-9999
