TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20030410,11.025,1.0,387.864,289.471,1.0,275.075,1.0,8.121,1.0,97.006,1.0,0.0,1.0,4.0,1.0,0.2625,0.833333333333,152.508375,1.0,549.204166667,1.0,165.1375,1.0,81.0875,0.666666666667,53.7181818182,0.916666666667,361.4375,1.0,389.154,1.0,7.443,1.0,-9999,-9999,21.7875,1.0,50.4833,1.0,58.4092,57.3825,61.3943,4.79432,64.5208,1.0,74.6505,73.3384,78.4658,5.70785,0.789628,0.916667,0.168095,0.697915,0.759069,0.851765,0.958333,0.958333,0.916667,0.946774,0.933568,0.976523,1.09043,0.187705,0.187705,0.235653,0.252382,0.516021,0.510959,0.516021,0.546383,0.0,0.0,0.0,0.0,-9999,-9999
20030411,14.516,1.0,390.455,280.392,1.0,297.667,1.0,9.179,1.0,96.816,1.0,0.0,1.0,2.095,1.0,0.1125,0.833333333333,143.9125,1.0,544.5375,1.0,183.720833333,1.0,85.8266666667,0.625,65.8529411765,0.708333333333,387.125,1.0,395.329,1.0,11.52,1.0,-9999,-9999,30.95,1.0,42.4326,1.0,48.8106,47.8019,51.6036,5.92263,50.4542,1.0,58.0379,56.8385,61.3589,5.72116,1.32458,0.958333,0.166162,1.17275,1.28834,1.3374,0.916667,0.958333,0.958333,1.15849,1.13984,1.18597,1.30372,-0.21615,-0.169223,-0.148507,0.139312,0.599999,0.595561,0.613517,0.63539,0.0,0.0,0.0,0.0,-9999,-9999
20030412,15.473,1.0,393.02,276.217,1.0,301.054,1.0,10.971,1.0,96.97,1.0,0.0,1.0,2.195,1.0,0.104705882353,0.708333333333,135.1875,1.0,541.516666667,1.0,199.533333333,1.0,86.5533333333,0.625,62.7444444444,0.75,394.7875,1.0,396.267,1.0,13.389,1.0,-9999,-9999,23.8,1.0,45.1743,1.0,52.2666,51.3479,55.513,6.50223,51.6584,1.0,59.7687,58.7181,63.481,5.20826,1.23921,0.916667,0.168685,1.1058,1.17758,1.21365,0.708333,0.875,0.875,1.32352,1.29662,1.34283,1.45614,0.0759145,0.117177,0.134594,0.344072,0.644625,0.637259,0.658307,0.68201,0.0,0.0,0.0,0.0,-9999,-9999
20030413,18.673,1.0,395.559,280.867,1.0,315.15,1.0,13.667,1.0,96.67,1.0,0.0,1.0,5.243,1.0,0.323333333333,0.875,143.454166667,1.0,550.241666667,1.0,199.979166667,1.0,94.3133333333,0.625,84.0214285714,0.583333333333,403.408333333,1.0,384.929,1.0,14.865,1.0,-9999,-9999,26.3625,1.0,48.4118,1.0,56.0125,55.0279,58.8751,5.84009,53.8292,1.0,62.2803,61.1856,65.4633,5.21825,0.663289,1.0,0.183638,0.663289,0.66662,0.67058,1.0,1.0,1.0,1.55539,1.52244,1.60786,1.69223,0.892104,0.851865,0.903179,0.968507,0.778587,0.77213,0.783267,0.844102,0.0,0.0,0.0,0.0,-9999,-9999
20030414,23.383,1.0,398.074,285.35,1.0,341.979,1.0,14.925,1.0,96.104,1.0,0.0,1.0,6.388,1.0,0.38625,1.0,142.441666667,1.0,566.258333333,1.0,168.8875,1.0,101.693333333,0.625,84.35,0.583333333333,434.525,1.0,375.108,1.0,19.67,1.0,-9999,-9999,45.4375,1.0,35.3375,1.0,40.8855,40.1668,42.975,6.01336,50.7708,1.0,58.7418,57.7093,61.744,5.71982,0.794003,1.0,0.205344,0.794003,0.794003,1.13036,1.0,1.0,1.0,1.84871,1.81108,1.88885,2.00669,1.05471,0.902895,1.01708,1.05471,0.974714,0.974714,1.01274,1.08241,0.0,0.0,0.0,0.0,-9999,-9999
20030415,21.673,1.0,400.561,180.225,1.0,358.512,1.0,9.537,1.0,95.428,1.0,0.254,1.0,8.027,1.0,0.4775,1.0,84.8708333333,1.0,368.445833333,1.0,274.679166667,1.0,59.7823529412,0.708333333333,51.9143571429,0.583333333333,422.875,1.0,374.625,1.0,19.476,1.0,-9999,-9999,23.6125,1.0,26.1128,1.0,30.2125,29.7976,31.7566,2.50417,17.6208,1.0,20.3873,20.1073,21.4292,4.68423,0.819586,1.0,0.175206,0.819586,0.819586,0.819586,1.0,1.0,1.0,1.96247,1.91268,1.96247,2.07968,1.14288,1.09309,1.14288,1.2256,0.91914,0.91914,0.932461,0.99576,0.0,0.0,0.0,0.0,-9999,-9999
20030416,14.925,1.0,403.021,246.825,1.0,334.283,1.0,5.533,1.0,95.374,1.0,0.0,1.0,6.395,1.0,0.392608695652,0.958333333333,136.45,1.0,494.395833333,1.0,185.05,1.0,51.6541666667,1.0,76.0307692308,0.541666666667,403.4875,1.0,379.925,1.0,17.696,1.0,-9999,-9999,9.24028,1.0,45.4756,1.0,52.6152,51.8926,55.3042,4.09625,64.7708,1.0,74.9398,73.9106,78.7698,5.27503,1.97135,1.0,0.203955,1.86281,1.97135,1.97135,0.916667,1.0,1.0,1.87556,1.82005,1.86116,1.87515,-0.0957955,-0.135419,-0.096205,-0.0391188,0.676962,0.655313,0.687438,0.731952,0.0,0.0,0.0,0.0,-9999,-9999
20030417,7.533,1.0,405.454,262.137,1.0,295.021,1.0,2.871,1.0,96.76,1.0,0.0,1.0,5.122,1.0,0.354285714286,0.875,146.25,1.0,506.725,1.0,243.495833333,1.0,63.545,0.833333333333,70.2466666667,0.625,366.845833333,1.0,383.579,1.0,13.498,1.0,-9999,-9999,-4.42917,1.0,22.1875,1.0,25.8864,25.3184,26.9829,2.30935,102.915,0.958333,120.072,117.438,125.158,5.25143,0.928926,0.958333,0.173379,0.815075,0.925554,0.990898,0.958333,0.958333,0.958333,1.65522,1.57889,1.63619,1.65522,0.729228,0.566075,0.659633,0.795235,0.432648,0.410651,0.432648,0.467651,0.0,0.0,0.0,0.0,-9999,-9999
20030418,10.09,1.0,407.859,42.408,1.0,331.196,1.0,0.958,1.0,95.976,1.0,0.762,1.0,6.057,1.0,0.365,0.833333333333,12.8333333333,1.0,91.1708333333,1.0,91.7833333333,1.0,7.67826086957,0.958333333333,9.2,0.541666666667,355.620833333,1.0,385.512,1.0,10.247,1.0,-9999,-9999,-4.9875,1.0,21.3928,1.0,24.9592,24.4115,26.0164,2.54877,-12.5583,1.0,-14.53,-15.2726,-14.3304,3.06837,2.00043,1.0,0.176053,1.94207,1.98296,1.99352,1.0,1.0,1.0,1.82325,1.77698,1.79855,1.83124,-0.16199,-0.202606,-0.164709,-0.154,0.52435,0.4981,0.52435,0.595222,0.0,0.0,0.0,0.0,-9999,-9999
20030419,7.96,1.0,410.235,47.104,1.0,329.196,1.0,0.708,1.0,96.267,1.0,2.286,1.0,4.29,1.0,0.275,1.0,22.9875,1.0,104.3625,1.0,106.279166667,1.0,7.98333333333,1.0,9.48666666667,0.625,347.370833333,1.0,387.838,1.0,8.81,1.0,-9999,-9999,-11.0,1.0,22.0498,1.0,25.5116,24.8399,26.777,2.71496,-0.0708333,1.0,-0.0814802,-0.086019,-0.0797963,2.62639,1.44602,1.0,0.210286,1.41414,1.433,1.47497,1.0,1.0,1.0,1.78861,1.7287,1.78672,1.80197,0.346695,0.226268,0.343818,0.359119,0.459806,0.432893,0.459806,0.51346,0.0,0.0,0.0,0.0,-9999,-9999
20030420,7.902,1.0,412.582,91.617,1.0,329.35,1.0,1.7,1.0,96.65,1.0,0.0,1.0,4.743,1.0,0.27125,1.0,57.95,1.0,189.554166667,1.0,195.1625,1.0,16.3541666667,1.0,-9999,0.0,350.145833333,1.0,383.292,1.0,8.461,1.0,-9999,-9999,-3.1875,1.0,36.4417,1.0,42.163,41.0529,44.2543,3.77935,14.5167,1.0,16.7958,16.3536,17.6288,2.67603,1.77695,0.916667,0.194287,1.73871,1.75499,1.75906,0.916667,0.916667,0.916667,1.84304,1.7899,1.83734,1.86745,0.0839861,0.0657624,0.0839861,0.122931,0.46911,0.439971,0.46911,0.533428,0.0,0.0,0.0,0.0,-9999,-9999
20030421,12.895,1.0,414.902,314.342,1.0,281.729,1.0,8.25,1.0,97.075,1.0,0.0,1.0,4.967,1.0,0.331818181818,0.916666666667,162.045833333,1.0,599.841666667,1.0,158.179166667,1.0,64.28,0.833333333333,65.9315789474,0.791666666667,381.429166667,1.0,382.354,1.0,13.285,1.0,-9999,-9999,14.1,1.0,35.4917,1.0,41.4085,39.9827,43.1006,5.61698,96.2625,1.0,112.31,108.443,116.9,5.17707,1.26386,0.958333,0.204138,1.24182,1.31598,1.40741,0.958333,0.958333,0.875,2.12592,2.12592,2.14685,2.18378,0.882376,0.78941,0.83128,0.882376,0.673821,0.637282,0.673821,0.794873,0.0,0.0,0.0,0.0,-9999,-9999
20030422,12.145,1.0,417.189,305.792,1.0,284.625,1.0,8.692,1.0,97.031,1.0,0.0,1.0,2.423,1.0,0.134444444444,0.75,152.5625,1.0,598.379166667,1.0,170.212541667,1.0,79.1266666667,0.625,61.3421052632,0.791666666667,388.520833333,1.0,397.396,1.0,12.077,1.0,-9999,-9999,17.6833,1.0,26.8292,1.0,32.1884,30.615,37.58,4.68997,91.3708,1.0,109.622,104.264,127.984,4.89285,1.18381,1.0,0.20627,1.15083,1.1693,1.42446,1.0,1.0,0.958333,2.14545,2.14602,2.17663,2.21795,0.976158,0.879193,0.976158,1.0532,0.677484,0.63932,0.677484,0.797836,0.0,0.0,0.0,0.0,-9999,-9999
20030423,12.975,1.0,419.447,121.7,1.0,331.867,1.0,5.212,1.0,96.418,1.0,6.096,1.0,6.203,1.0,0.362608695652,0.958333333333,60.9625,1.0,249.745833333,1.0,230.2375,1.0,27.1666666667,0.75,-9999,0.0,373.995833333,1.0,379.912,1.0,12.075,1.0,-9999,-9999,1.30833,1.0,23.3016,1.0,27.5294,26.5897,28.2971,2.56,14.7333,1.0,17.4065,16.8123,17.8919,3.56656,1.75197,1.0,0.203468,1.65106,1.6739,1.72046,1.0,1.0,1.0,2.23135,2.22525,2.26966,2.3238,0.557445,0.570301,0.610642,0.652692,0.697719,0.654827,0.697719,0.832212,0.0,0.0,0.0,0.0,-9999,-9999
20030424,10.194,1.0,421.674,52.988,1.0,351.808,1.0,0.404,1.0,95.857,1.0,0.762,1.0,5.265,1.0,0.270909090909,0.916666666667,39.3125,1.0,112.608333333,1.0,115.4,1.0,6.65416666667,1.0,-9999,0.0,360.045833333,1.0,380.375,1.0,10.873,1.0,-9999,-9999,-0.9125,1.0,32.8363,1.0,38.794,37.4698,39.8759,3.20948,0.2875,1.0,0.339663,0.328069,0.349136,2.65544,2.53889,1.0,0.182063,2.41436,2.50887,2.50887,1.0,1.0,1.0,2.02253,2.01659,2.03016,2.25409,-0.512087,-0.512087,-0.478716,-0.114984,0.592015,0.550206,0.592015,0.733023,0.0,0.0,0.0,0.0,-9999,-9999
20030425,13.807,1.0,423.871,304.125,1.0,308.233,1.0,8.158,1.0,96.294,1.0,0.254,1.0,4.244,1.0,0.263913043478,0.958333333333,184.429166667,1.0,592.608333333,1.0,172.825,1.0,53.025,0.833333333333,52.955,0.833333333333,383.6625,1.0,390.683,1.0,12.438,1.0,-9999,-9999,17.5708,1.0,77.0327,1.0,91.0093,86.5647,93.5474,7.04124,72.4083,1.0,85.5459,81.3681,87.9316,4.67487,1.87277,1.0,0.22048,1.86583,1.86692,2.00614,1.0,1.0,0.916667,2.08368,2.09597,2.13785,2.56328,0.217273,0.242288,0.27202,0.527004,0.765779,0.715604,0.765779,0.878314,0.0,0.0,0.0,0.0,-9999,-9999
20030426,13.878,1.0,426.035,308.842,1.0,293.525,1.0,8.296,1.0,96.347,1.0,0.0,1.0,3.915,1.0,0.2675,0.833333333333,166.016666667,1.0,607.129166667,1.0,189.9875,1.0,61.7722222222,0.75,63.4722222222,0.75,388.554166667,1.0,410.004,1.0,12.762,1.0,-9999,-9999,17.4208,1.0,42.3208,1.0,48.3722,47.5576,51.3938,4.78907,89.9125,1.0,102.769,101.038,109.188,4.04808,1.0015,0.791667,0.215654,0.989701,0.997865,1.24069,0.791667,0.791667,0.625,1.99114,1.99659,2.03171,2.5151,1.00114,1.03371,1.05163,1.22983,0.797344,0.746919,0.797344,0.894112,0.0,0.0,0.0,0.0,-9999,-9999
20030427,17.116,1.0,428.169,213.775,1.0,347.892,1.0,8.583,1.0,96.473,1.0,0.0,1.0,2.288,1.0,0.171304347826,0.958333333333,117.770833333,1.0,435.4375,1.0,253.875,1.0,37.3857142857,0.875,56.8307692308,0.541666666667,411.6125,1.0,383.033,1.0,14.972,1.0,-9999,-9999,31.3625,1.0,18.9216,1.0,21.6272,21.263,22.8172,2.82438,56.6771,1.0,64.7812,63.6903,68.3457,4.55918,1.682,0.875,0.205998,1.40006,1.65213,1.93276,1.0,0.916667,0.958333,2.07963,2.082,2.19033,2.66017,0.427493,0.629097,0.721936,0.794029,0.952723,0.914902,0.952723,1.02418,0.0,0.0,0.0,0.0,-9999,-9999
20030428,15.831,1.0,430.268,300.154,1.0,327.738,1.0,7.363,1.0,96.841,1.0,3.302,1.0,3.56,1.0,0.179545454545,0.916666666667,185.7875,1.0,594.895833333,1.0,218.183333333,1.0,46.8591363636,0.916666666667,62.0177058824,0.708333333333,398.1,1.0,387.65,1.0,15.718,1.0,-9999,-9999,15.0958,1.0,76.3955,1.0,87.3191,85.8486,92.4503,6.58715,65.1542,1.0,74.4704,73.2163,78.8466,4.20807,2.26349,1.0,0.225213,2.23729,2.25812,2.26757,1.0,1.0,1.0,1.99348,2.02161,2.06001,2.5389,-0.244824,-0.234417,-0.177282,0.160596,0.899004,0.844365,0.899004,0.970625,0.0,0.0,0.0,0.0,-9999,-9999
20030429,12.664,1.0,432.337,151.633,1.0,349.525,1.0,2.908,1.0,96.563,1.0,22.352,1.0,5.919,1.0,0.271818181818,0.916666666667,110.708333333,1.0,305.4125,1.0,254.441708333,1.0,18.75,1.0,-9999,-9999,371.7875,1.0,382.542,1.0,13.064,1.0,-9999,-9999,-2.17917,1.0,62.731,0.958333,74.1128,71.583,76.1796,6.68719,5.29167,1.0,6.25177,6.03837,6.42612,3.35803,2.70933,1.0,0.227011,2.75688,2.76268,2.78113,1.0,1.0,1.0,1.83382,1.8304,1.8772,2.32441,-0.928855,-0.94916,-0.835607,-0.445841,0.760115,0.699702,0.760115,0.933139,0.0,0.0,0.0,0.0,-9999,-9999
20030430,12.42,1.0,434.371,71.558,1.0,359.583,1.0,0.708,1.0,95.963,1.0,3.81,1.0,5.188,1.0,0.26652173913,0.958333333333,51.6583333333,1.0,150.020833333,1.0,134.641666667,1.0,8.83333333333,1.0,-9999,0.0,371.75,1.0,383.704,1.0,12.771,1.0,-9999,-9999,3.45417,1.0,39.2596,1.0,47.3423,44.8104,47.901,3.78036,1.54167,1.0,1.85906,1.75964,1.881,3.02894,2.40642,1.0,0.186395,2.40322,2.40599,2.42419,1.0,1.0,1.0,1.79929,1.80767,1.84061,2.27089,-0.60671,-0.594814,-0.563566,-0.174246,0.759475,0.696709,0.759475,0.947017,0.0,0.0,0.0,0.0,-9999,-9999
20030501,12.66,1.0,436.374,165.771,1.0,349.142,1.0,2.783,1.0,96.6,1.0,0.0,1.0,3.673,1.0,0.237083333333,1.0,115.879166667,1.0,331.008333333,1.0,315.429166667,1.0,26.685,0.833333333333,38.6923076923,0.541666666667,378.0625,1.0,384.858,1.0,13.317,1.0,-9999,-9999,13.2125,1.0,51.7375,1.0,61.1246,59.0525,62.8292,4.93237,38.1583,1.0,45.0817,43.5534,46.3389,3.5277,1.88457,1.0,0.219496,1.94444,1.94444,1.97912,1.0,1.0,0.958333,1.96097,1.96582,1.98899,2.24427,0.0165375,0.0213788,0.087475,0.243187,0.787532,0.721189,0.787532,0.967712,0.0,0.0,0.0,0.0,-9999,-9999
20030502,13.59,1.0,438.341,284.192,1.0,307.258,1.0,6.025,1.0,96.983,1.0,0.0,1.0,2.236,1.0,0.181818181818,0.916666666667,157.45,1.0,566.379166667,1.0,269.379208333,1.0,66.3666666667,0.625,58.6058823529,0.708333333333,392.345833333,1.0,397.883,1.0,14.415,1.0,-9999,-9999,21.475,1.0,52.1,1.0,59.5496,58.5468,63.049,5.27357,71.7167,1.0,81.9712,80.5909,86.7882,3.81971,1.96368,1.0,0.201767,1.78386,1.96341,2.10645,1.0,1.0,0.958333,2.18811,2.18333,2.2319,2.3072,0.403955,0.177635,0.389521,0.399466,0.853538,0.781747,0.853538,0.998968,0.0,0.0,0.0,0.0,-9999,-9999
20030503,15.745,1.0,440.275,287.954,1.0,322.392,1.0,7.608,1.0,96.67,1.0,0.0,1.0,4.791,1.0,0.311363636364,0.916666666667,165.195833333,1.0,569.904166667,1.0,274.191666667,1.0,65.625,0.666666666667,68.29375,0.666666666667,399.6,1.0,413.133,1.0,14.759,1.0,-9999,-9999,19.2293,1.0,58.1212,0.958333,68.6665,66.3387,70.9141,6.99577,68.5292,1.0,80.9629,78.2182,83.613,5.57797,1.56345,1.0,0.216128,1.50184,1.57246,1.61939,1.0,1.0,0.875,2.28825,2.35377,2.37489,2.39146,0.78641,0.757079,0.780327,0.837815,0.988912,0.93367,0.988912,1.07741,0.0,0.0,0.0,0.0,-9999,-9999
20030504,12.356,1.0,442.174,37.288,1.0,355.408,1.0,0.958,1.0,95.045,1.0,50.8,1.0,6.511,1.0,0.373888888889,0.75,20.4083333333,1.0,79.1583333333,1.0,77.8916666667,1.0,4.51578947368,0.791666666667,-9999,0.0,368.9625,1.0,383.458,1.0,13.156,1.0,-9999,-9999,-12.5,1.0,21.3664,1.0,25.243,24.3873,26.0693,2.78333,-13.9196,1.0,-15.9099,-16.8449,-15.2865,2.689,2.46085,1.0,0.206912,2.41496,2.42902,2.49477,1.0,1.0,1.0,2.12021,2.12021,2.14271,2.21401,-0.275522,-0.35687,-0.297761,-0.20095,0.809012,0.734813,0.809012,1.01497,0.0,0.0,0.0,0.0,-9999,-9999
20030505,13.336,1.0,444.04,191.379,1.0,334.171,1.0,2.533,1.0,95.414,1.0,3.048,1.0,2.516,1.0,0.1765,0.833333333333,120.983333333,1.0,389.550041667,1.0,247.745833333,1.0,34.1882352941,0.708333333333,32.7058823529,0.708333333333,381.295833333,1.0,390.662,1.0,13.57,1.0,-9999,-9999,17.3958,1.0,61.1651,1.0,72.2628,67.1713,74.6281,5.99202,24.4335,1.0,28.8666,26.8327,29.8115,3.54354,2.70341,1.0,0.210941,2.35515,2.693,2.7241,0.875,1.0,1.0,2.13379,2.11711,2.13304,2.22943,-0.559215,-0.559215,-0.516074,-0.238041,0.881798,0.801402,0.881798,1.04777,0.0,0.0,0.0,0.0,-9999,-9999
20030506,10.627,1.0,445.87,84.333,1.0,332.475,1.0,0.983,1.0,96.366,1.0,7.874,1.0,2.207,1.0,0.172105263158,0.791666666667,43.0166666667,1.0,175.195833333,1.0,165.391666667,1.0,15.03125,0.666666666667,16.4333333333,0.625,363.354166667,1.0,394.663,1.0,12.55,1.0,-9999,-9999,-16.0708,1.0,37.2935,1.0,42.5915,40.8249,45.5021,3.75414,4.925,1.0,5.62466,5.39137,6.00903,3.05769,2.4207,1.0,0.198025,2.37704,2.38807,2.47021,1.0,1.0,1.0,1.99039,1.93446,1.97931,2.07584,-0.321037,-0.51616,-0.405053,-0.306882,0.7512,0.677055,0.7512,1.01726,0.0,0.0,0.0,0.0,-9999,-9999
20030507,13.204,1.0,447.664,331.079,1.0,310.429,1.0,5.025,1.0,96.614,1.0,0.254,1.0,2.106,1.0,0.123157894737,0.791666666667,208.079166667,1.0,657.258333333,1.0,151.454166667,1.0,68.32,0.625,70.7200666667,0.625,387.283333333,1.0,402.687,1.0,14.111,1.0,-9999,-9999,30.3292,1.0,107.024,0.958333,122.228,117.159,130.581,8.32167,36.4708,1.0,41.652,39.9244,44.4984,2.96032,2.83106,0.875,0.205938,2.10059,2.83251,2.95235,0.75,0.875,0.875,2.07008,2.00374,2.05848,2.1625,-0.868982,-0.879258,-0.75945,-0.315195,0.916954,0.839335,0.916954,1.0774,0.0,0.0,0.0,0.0,-9999,-9999
20030508,11.703,1.0,449.423,59.863,1.0,346.271,1.0,0.3,1.0,95.802,1.0,25.4,1.0,5.706,1.0,0.237272727273,0.916666666667,35.5166666667,1.0,125.4875,1.0,111.495833333,1.0,9.26666666667,0.625,-9999,0.0,364.770833333,1.0,385.608,1.0,12.455,1.0,-9999,-9999,-10.1667,1.0,17.5253,1.0,20.015,19.1848,21.4182,2.63032,-5.15417,1.0,-5.88289,-6.28864,-5.58059,2.9348,1.86237,1.0,0.206932,1.84922,2.02937,2.06504,1.0,1.0,1.0,1.98974,1.88254,1.97891,2.07625,0.170052,-0.200267,0.0395637,0.141481,0.826068,0.742623,0.826068,1.07224,0.0,0.0,0.0,0.0,-9999,-9999
20030509,14.505,1.0,451.146,318.446,1.0,299.537,1.0,3.679,1.0,95.933,1.0,0.0,1.0,3.832,1.0,0.225833333333,1.0,186.108333333,1.0,626.9125,1.0,230.720833333,1.0,65.4,0.625,68.84,0.625,388.666666667,1.0,381.45,1.0,14.986,1.0,-9999,-9999,29.3208,1.0,99.3917,1.0,120.279,108.803,121.799,8.26011,43.8333,1.0,53.0451,47.9841,53.7153,4.08321,3.27509,1.0,0.236142,2.84204,3.175,3.175,0.875,1.0,1.0,2.08031,1.95422,2.0819,2.16579,-1.11044,-1.09123,-1.00921,-0.931658,0.996572,0.910547,0.996572,1.1408,0.0,0.0,0.0,0.0,-9999,-9999
20030510,9.421,1.0,452.833,39.45,1.0,337.029,1.0,0.471,1.0,95.857,1.0,4.826,1.0,5.926,1.0,0.35375,1.0,17.8916666667,1.0,85.2125,1.0,87.6333333333,1.0,6.28,0.625,6.50769230769,0.541666666667,354.995833333,1.0,380.55,1.0,11.689,1.0,-9999,-9999,-28.1167,1.0,24.6805,1.0,29.8673,26.7225,30.2446,3.01864,-7.74583,1.0,-8.84099,-9.46644,-8.3283,3.0945,2.43392,1.0,0.207062,2.36912,2.39958,2.41355,1.0,1.0,1.0,1.80512,1.64931,1.76049,1.82426,-0.583128,-0.713515,-0.63853,-0.57532,0.735398,0.651156,0.735398,1.04456,0.0,0.0,0.0,0.0,-9999,-9999
20030511,10.4,1.0,454.484,226.867,1.0,303.296,1.0,3.558,1.0,96.76,1.0,0.0,1.0,7.688,1.0,0.487272727273,0.916666666667,138.0375,1.0,440.025,1.0,308.916666667,1.0,48.4066666667,0.625,52.6333333333,0.625,359.233333333,1.0,376.358,1.0,10.527,1.0,-9999,-9999,-4.04583,1.0,96.875,1.0,117.234,104.89,118.715,6.95083,36.675,1.0,44.3824,39.7093,44.9431,4.87744,2.1811,1.0,0.212256,2.17246,2.18006,2.1811,1.0,1.0,1.0,1.78496,1.66741,1.71706,1.76049,-0.395225,-0.538117,-0.446484,-0.411975,0.801676,0.715128,0.801676,1.09588,0.0,0.0,0.0,0.0,-9999,-9999
20030512,13.343,1.0,456.097,310.313,1.0,302.512,1.0,6.012,1.0,97.249,1.0,0.0,1.0,2.094,1.0,0.133333333333,0.75,172.579166667,1.0,623.8125,1.0,229.095833333,1.0,77.04,0.625,76.8733333333,0.625,390.125,1.0,383.171,1.0,13.314,1.0,-9999,-9999,35.1667,1.0,74.6125,1.0,90.2926,80.7855,91.4334,7.12332,52.3,1.0,63.2911,56.627,64.0907,5.06656,2.31971,0.833333,0.210352,2.26213,2.31971,2.33857,0.625,0.833333,0.875,1.87278,1.79354,1.84453,1.85516,-0.490332,-0.494046,-0.482844,-0.426553,0.992997,0.905415,0.992997,1.16797,0.0,0.0,0.0,0.0,-9999,-9999
20030513,17.723,1.0,457.674,253.258,1.0,331.988,1.0,6.771,1.0,96.51,1.0,0.254,1.0,3.973,1.0,0.263333333333,0.875,135.4625,1.0,507.0375,1.0,253.795833333,1.0,67.0667333333,0.625,58.0777777778,0.75,405.454166667,1.0,380.212,1.0,15.602,1.0,-9999,-9999,23.9292,1.0,51.6823,1.0,60.471,55.9582,63.3337,5.53442,55.186,0.958333,64.5705,59.7517,67.6273,4.35857,2.35595,0.958333,0.25601,2.12022,2.22794,2.28746,0.958333,1.0,1.0,2.0167,1.96988,1.98875,2.0167,-0.252721,-0.295657,-0.239967,-0.167658,1.24043,1.23315,1.26202,1.60416,0.0525032,0.0,0.0142516,0.1528,-9999,-9999
20030514,17.026,1.0,459.214,306.671,1.0,325.3,1.0,7.804,1.0,96.385,1.0,0.508,1.0,4.039,1.0,0.264285714286,0.875,174.629166667,1.0,611.570833333,1.0,191.3625,1.0,78.4866666667,0.625,69.3611111111,0.75,404.5125,1.0,387.35,1.0,16.522,1.0,-9999,-9999,17.3208,1.0,65.7713,1.0,76.6203,71.2128,80.3813,5.64445,56.7958,1.0,66.1644,61.4948,69.4121,4.67559,1.90047,0.916667,0.236162,1.68515,1.71594,1.78149,1.0,0.958333,0.958333,1.96377,1.92143,1.93384,1.96377,0.214653,0.152351,0.246855,0.266014,1.17967,1.17967,1.2542,1.5031,0.152106,0.0,0.0396187,0.253271,-9999,-9999
20030515,13.242,1.0,460.716,146.883,1.0,332.129,1.0,2.604,1.0,96.679,1.0,0.0,1.0,2.619,1.0,0.128260869565,0.958333333333,73.783375,1.0,435.9875,0.666666666667,275.45,1.0,33.28,0.625,29.9588235294,0.708333333333,383.4125,1.0,387.958,1.0,14.721,1.0,-9999,-9999,-2.97917,1.0,29.8561,1.0,34.5286,32.3262,36.4881,4.52985,32.9542,1.0,38.1115,35.6806,40.2744,4.57553,1.85846,0.958333,0.211061,1.60264,1.6763,1.92797,0.958333,0.958333,0.916667,1.80405,1.70336,1.76514,1.80405,0.12775,-0.161222,0.073444,0.165423,0.928319,0.928319,1.04824,1.49124,0.193417,0.0,0.140831,0.193417,-9999,-9999
20030516,14.76,1.0,462.181,255.375,1.0,308.967,1.0,5.038,1.0,96.784,1.0,0.0,1.0,3.363,1.0,0.123,0.833333333333,131.441666667,1.0,751.78125,0.666666666667,371.8875,1.0,52.55625,0.666666666667,51.5666666667,0.75,394.1125,1.0,391.588,1.0,15.832,1.0,-9999,-9999,12.9209,1.0,33.6375,1.0,39.186,36.4205,41.1095,5.34732,63.0792,1.0,73.4841,68.298,77.0912,5.30824,1.5954,0.958333,0.246491,1.34184,1.4617,1.79296,0.958333,0.958333,0.916667,1.82319,1.74106,1.7868,1.82319,0.361488,0.116464,0.299593,0.444969,0.998001,0.998001,1.08363,1.74073,0.206536,0.0,0.179322,0.635949,-9999,-9999
